@                   x                         y                        z            nabs nscat    abslum      temp    dens        mass       cell_tau  next_n
  5.03605758099744726562e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  4.8540e-12  5.6897e+26  1.7852e+00    0
  5.40384560268157031250e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  4.2157e-12  6.1052e+26  1.6637e+00    0
  5.79849352950353906250e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  3.6614e-12  6.5511e+26  1.5505e+00    0
  6.22196296559801367188e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  3.1800e-12  7.0295e+26  1.4450e+00    0
  6.67635877289454882812e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.7619e-12  7.5429e+26  1.3466e+00    0
  7.16393953336909179688e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.3987e-12  8.0937e+26  1.2550e+00    0
  7.68712877536354882812e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.0833e-12  8.6848e+26  1.1696e+00    0
  8.24852701977402832031e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.8094e-12  9.3191e+26  1.0900e+00    0
  8.85092470598353710938e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.5715e-12  9.9997e+26  1.0158e+00    0
  9.49731606178770703125e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.3648e-12  1.0730e+27  9.4664e-01    0
  1.01909139862542324219e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.1854e-12  1.1514e+27  8.8221e-01    0
  1.09351660194915390625e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.0295e-12  1.2354e+27  8.2217e-01    0
  1.17337714787046699219e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  8.9414e-13  1.3257e+27  7.6621e-01    0
  1.25906998457134589844e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  7.7657e-13  1.4225e+27  7.1406e-01    0
  1.35102104973284433594e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  6.7446e-13  1.5264e+27  6.6546e-01    0
  1.44968738766546875000e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  5.8578e-13  1.6378e+27  6.2017e-01    0
  1.55555942105558437500e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  5.0875e-13  1.7575e+27  5.7796e-01    0
  1.66916338861959667969e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  4.4186e-13  1.8858e+27  5.3863e-01    0
  1.79106396078231171875e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  3.8376e-13  2.0235e+27  5.0197e-01    0
  1.92186704638074648438e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  3.3330e-13  2.1713e+27  4.6780e-01    0
  2.06222280434415820312e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.8947e-13  2.3299e+27  4.3596e-01    0
  2.21282887531989960938e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.5141e-13  2.5000e+27  4.0629e-01    0
  2.37443384930794843750e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.1835e-13  2.6826e+27  3.7864e-01    0
  2.54784098654004921875e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.8964e-13  2.8785e+27  3.5287e-01    0
  2.73391221009815859375e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6471e-13  3.0887e+27  3.2885e-01    0
  2.93357239011756953125e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.4305e-13  3.3143e+27  3.0647e-01    0
  3.14781394086941953125e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.2424e-13  3.5564e+27  2.8561e-01    0
  3.37770175357245937500e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.0790e-13  3.8161e+27  2.6617e-01    0
  3.62437848945270312500e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  9.3716e-14  4.0948e+27  2.4806e-01    0
  3.88907025936020312500e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  8.1393e-14  4.3938e+27  2.3118e-01    0
  4.17309271817358125000e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  7.0691e-14  4.7147e+27  2.1544e-01    0
  4.47785760428465156250e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  6.1396e-14  5.0590e+27  2.0078e-01    0
  4.80487975666776015625e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  5.3323e-14  5.4285e+27  1.8711e-01    0
  5.15578464441229531250e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  4.6312e-14  5.8249e+27  1.7438e-01    0
  5.53231644614403906250e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  4.0222e-14  6.2503e+27  1.6251e-01    0
  5.93634671949426015625e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  3.4933e-14  6.7068e+27  1.5145e-01    0
  6.36988370370828828125e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  3.0340e-14  7.1966e+27  1.4114e-01    0
  6.83508230163233984375e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.6351e-14  7.7222e+27  1.3154e-01    0
  7.33425479069423437500e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.2886e-14  8.2862e+27  1.2258e-01    0
  7.86988231611710156250e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.9877e-14  8.8913e+27  1.1424e-01    0
  8.44462722349329843750e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7263e-14  9.5406e+27  1.0646e-01    0
  9.06134629201779687500e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.4993e-14  1.0237e+28  9.9219e-02    0
  9.72310493415705468750e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.3022e-14  1.0985e+28  9.2466e-02    0
  1.04331924323330546875e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.1310e-14  1.1787e+28  8.6173e-02    0
  1.11951382883567125000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  9.8225e-15  1.2648e+28  8.0308e-02    0
  1.20127297668757859375e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  8.5309e-15  1.3572e+28  7.4842e-02    0
  1.28900307200372781250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  7.4092e-15  1.4563e+28  6.9748e-02    0
  1.38314017869326468750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  6.4350e-15  1.5627e+28  6.5001e-02    0
  1.48415220682274968750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  5.5889e-15  1.6768e+28  6.0577e-02    0
  1.59254123837098531250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  4.8540e-15  1.7992e+28  5.6454e-02    0
  1.70884602283590781250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  4.2157e-15  1.9306e+28  5.2612e-02    0
  1.83364465509799562500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  3.6614e-15  2.0716e+28  4.9031e-02    0
  1.96755744885056156250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  3.1800e-15  2.2229e+28  4.5694e-02    0
  2.11125001987936250000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.7619e-15  2.3853e+28  4.2584e-02    0
  2.26543659451701843750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.3987e-15  2.5595e+28  3.9686e-02    0
  2.43088355971696875000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.0833e-15  2.7464e+28  3.6985e-02    0
  2.60841327239266968750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.8094e-15  2.9470e+28  3.4468e-02    0
  2.79890814695641531250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.5715e-15  3.1622e+28  3.2122e-02    0
  3.00331504137496312500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.3648e-15  3.3931e+28  2.9935e-02    0
  3.22264996354292875000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.1854e-15  3.6409e+28  2.7898e-02    0
  3.45800312136705187500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.0295e-15  3.9068e+28  2.5999e-02    0
  3.71054434166287187500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  8.9414e-16  4.1921e+28  2.4230e-02    0
  3.98152888479851875000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  7.7657e-16  4.4983e+28  2.2581e-02    0
  4.27230368398741250000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  6.7446e-16  4.8268e+28  2.1044e-02    0
  4.58431404024237562500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  5.8578e-16  5.1793e+28  1.9612e-02    0
  4.91911080626853937500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  5.0875e-16  5.5576e+28  1.8277e-02    0
  5.27835809500270937500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  4.4186e-16  5.9634e+28  1.7033e-02    0
  5.66384155111460750000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  3.8376e-16  6.3989e+28  1.5874e-02    0
  6.07747722658363125000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  3.3330e-16  6.8663e+28  1.4793e-02    0
  6.52132110446732875000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.8947e-16  7.3677e+28  1.3786e-02    0
  6.99757931819965000000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.5141e-16  7.9058e+28  1.2848e-02    0
  7.50861911721415000000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  2.1835e-16  8.4831e+28  1.1974e-02    0
  8.05698063339697625000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.8964e-16  9.1027e+28  1.1159e-02    0
  8.64538950685498375000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6471e-16  9.7675e+28  1.0399e-02    0
  9.27677043375556500000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.4305e-16  1.0481e+29  9.6915e-03    0
  9.95426170357797250000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.2424e-16  1.1246e+29  9.0319e-03    0
  1.06812307980337700000e+15  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.0790e-16  1.2068e+29  8.4172e-03    0
  1.14612911291911225000e+15  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  9.3716e-17  1.2949e+29  7.8443e-03    0
  1.22983200000000400000e+15  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  8.1393e-17  0.0000e+00  0.0000e+00    0
