@                   x                         y                        z            nabs nscat    abslum      temp    dens        mass       cell_tau  next_n
  9.17971582991143359375e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.3002e+24  1.1424e-03    0
  9.85011911073271093750e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.6064e+24  1.2258e-03    0
  1.05694825736841855469e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.9847e+24  1.3154e-03    0
  1.13413818269151601562e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.4520e+24  1.4114e-03    0
  1.21696536086010292969e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  3.0295e+24  1.5145e-03    0
  1.30584148575146933594e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  3.7428e+24  1.6251e-03    0
  1.40120831763397246094e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  4.6242e+24  1.7438e-03    0
  1.50353987894385449219e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  5.7132e+24  1.8711e-03    0
  1.61334481042170722656e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  7.0585e+24  2.0078e-03    0
  1.73116889931979765625e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  8.7207e+24  2.1544e-03    0
  1.85759779224675312500e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.0774e+25  2.3118e-03    0
  1.99325990613384492188e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.3311e+25  2.4806e-03    0
  2.13882955179187734375e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.6446e+25  2.6617e-03    0
  2.29503028558437539062e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.0319e+25  2.8561e-03    0
  2.46263850587661523438e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.5103e+25  3.0647e-03    0
  2.64248731213671250000e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  3.1015e+25  3.2885e-03    0
  2.83547064587049101562e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  3.8318e+25  3.5287e-03    0
  3.04254773397272070312e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  4.7342e+25  3.7864e-03    0
  3.26474785658047382812e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  5.8490e+25  4.0629e-03    0
  3.50317546312729843750e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  7.2263e+25  4.3596e-03    0
  3.75901566202763828125e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  8.9280e+25  4.6780e-03    0
  4.03354011127806875000e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.1030e+26  5.0197e-03    0
  4.32811333925468281250e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.3628e+26  5.3863e-03    0
  4.64419952712425468750e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.6837e+26  5.7796e-03    0
  4.98336978658126875000e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.0802e+26  6.2017e-03    0
  5.34730996908492890625e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.5700e+26  6.6546e-03    0
  5.73782904541209296875e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  3.1752e+26  7.1406e-03    0
  6.15686809717683515625e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  3.9229e+26  7.6621e-03    0
  6.60650996500914531250e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  4.8467e+26  8.2217e-03    0
  7.08898960134918593750e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  5.9880e+26  8.8221e-03    0
  7.60670517931585781250e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  7.3981e+26  9.4664e-03    0
  8.16223001286647812500e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  9.1402e+26  1.0158e-02    0
  8.75832534749693750000e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.1293e+27  1.0900e-02    0
  9.39795408505871250000e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.3952e+27  1.1696e-02    0
  1.00842955109121828125e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.7237e+27  1.2550e-02    0
  1.08207610966177953125e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.1296e+27  1.3466e-02    0
  1.16110114567126343750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.6311e+27  1.4450e-02    0
  1.24589745438563328125e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  3.2507e+27  1.5505e-02    0
  1.33688651727855984375e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  4.0162e+27  1.6637e-02    0
  1.43452059701215031250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  4.9619e+27  1.7852e-02    0
  1.53928498541609062500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  6.1304e+27  1.9156e-02    0
  1.65170041563881843750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  7.5740e+27  2.0555e-02    0
  1.77232565046036437500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  9.3575e+27  2.2056e-02    0
  1.90176025963211625000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.1561e+28  2.3667e-02    0
  2.04064760004831687500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.4284e+28  2.5396e-02    0
  2.18967801356228906250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.7647e+28  2.7250e-02    0
  2.34959225834218843750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.1803e+28  2.9240e-02    0
  2.52118519082189375000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.6937e+28  3.1376e-02    0
  2.70530971654823343750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  3.3280e+28  3.3667e-02    0
  2.90288102956230000000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  4.1117e+28  3.6126e-02    0
  3.11488116138677125000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  5.0799e+28  3.8764e-02    0
  3.34236386223005312500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  6.2761e+28  4.1595e-02    0
  3.58645983866935000000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  7.7541e+28  4.4633e-02    0
  3.84838237384665937500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  9.5800e+28  4.7893e-02    0
  4.12943335811296250000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.1836e+29  5.1390e-02    0
  4.43100976009603562500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.4623e+29  5.5143e-02    0
  4.75461057035642687500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  1.8067e+29  5.9170e-02    0
  5.10184425214516062500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.2321e+29  6.3492e-02    0
  5.47443673629728562500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  2.7577e+29  6.8129e-02    0
  5.87424000000001750000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7041e-15  0.0000e+00  0.0000e+00    0
