1000
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-502.039170653 -759.571746962 -4233.80491645
130.657915771 733.963674389 -3265.13092121
7557.03116688 -1122.70067419 1946.13905306
-1790.87253225 -9552.13766788 1573.38742264
-9188.51865176 -800.160686439 1345.7420433
-4822.04520402 1629.34829168 -3549.58957434
4602.85920294 1442.46469861 7270.12296419
-1848.37278798 -576.203552942 115.779826006
-1718.08806455 -311.475282794 98.214278303
-569.838065739 847.393157319 -6445.44843246
-6156.09319222 5551.02204232 -2835.53972586
-993.741748508 -6854.93276216 -4500.60775401
5833.25577351 1558.31072753 1890.9667156
2320.98262995 1256.0970656 -4627.59109503
-2535.90404687 -4236.32128678 -5144.66332737
287.63817197 -200.062898701 4317.11765043
-283.539366794 1195.21673689 -1923.90512295
7697.89686609 -238.946126061 4047.3475056
2859.46396607 -6655.13787528 6053.80221446
554.526933188 -1943.63705809 -939.282732224
1493.80663183 -3997.6806182 -5886.86325408
15.9547002181 -205.128926148 763.130631574
-2398.81779972 -2357.0168031 -942.678271976
-1297.18502494 -1178.74919942 -949.669870457
4037.44837518 250.576647195 -2216.77692027
608.789170904 -469.579403702 -8869.27858365
-76.4068975719 -268.904545958 8189.81329081
4833.3880469 -2512.33568893 -2856.87157175
7234.00084285 -5568.70726925 935.606825185
-1875.20827955 -816.83419707 -4066.78871272
-351.674669294 3279.95648079 -798.72437039
-878.665980939 4510.75772787 -0.723751929243
6198.20313813 -4792.16943758 -1394.02279499
-7153.73451196 -5361.13738208 -3408.83420726
-2012.74246177 5967.758592 1299.76973763
2448.99184799 2023.40735522 3385.82739306
1882.78451756 2646.80289987 -9076.44815961
1492.21952117 -1619.70381929 8611.06012924
537.607706647 3442.3518651 3708.01154342
2694.9456982 -204.170673151 -6705.48665378
-2558.83060227 4701.46748078 -1733.49258748
3822.82916205 4501.37684339 7195.29380647
-56.2348389994 1401.18026446 9590.2284151
6646.4367123 1992.17406033 1714.82730779
-1988.49215158 2332.07773173 -8964.11617641
42.4537601012 741.279563499 -9705.4100282
-5896.79268468 -4144.36756476 287.547637634
2218.41164347 -501.67871213 -9180.66781381
1302.76513401 -1303.20697491 1786.31053197
109.013263409 744.610421139 -9594.82135597
2666.75943938 295.905538921 -9037.61674958
-553.910843368 -1549.53403231 -8366.48869188
793.121288562 -1964.01980042 1126.34191431
-2372.39572177 -1319.23897895 1058.86286783
2647.51848429 5955.13590374 -64.1837369753
-3345.1832875 3614.18675918 -7420.27583973
3483.99845676 1476.21485359 -793.717932403
9249.28390598 -1839.1457058 1853.92946854
1954.26244503 -5126.34898985 6923.34382499
-2106.5008448 -6038.93548176 -6039.36847666
135.022652499 2166.52867248 -4188.94156651
-6239.75633563 -1461.91880744 6393.1927235
-7.56224766664 -5439.68545922 6795.94258038
-810.767214634 -1008.85857318 7594.93690598
-204.096070711 -458.073743445 1519.72901143
-130.787026682 -3128.50661889 -1800.13113258
2747.41446212 -1703.13475824 3991.02724172
2473.0311126 -621.952806134 2972.99163053
-426.429449718 -5172.31981886 6685.85702094
258.632117262 529.398214453 -6093.83213194
-1186.00621996 -1368.348337 -147.731191572
-718.227223918 -3310.23868779 -2033.37851662
-1782.28095543 322.430744248 3641.21429233
698.008300464 -4695.57836195 8139.02782338
-77.2994249617 -2366.85667074 -2037.76751596
3299.96560379 8960.26455682 888.148031355
-4136.48035077 -2638.92279684 2367.18297697
-347.2003728 2966.93865189 -1166.09529955
179.733635059 -92.2187311145 4070.16223077
-6.30988115138 81.9941143926 7568.45153331
4827.18148353 4915.70944198 6252.01488119
3466.75290077 -607.833744587 -4342.69143231
-2262.18893871 -2088.9033752 -2629.85343972
-8604.72883402 -347.888480412 2504.46499083
-3460.91872426 -7562.5724191 -4604.18918528
-1102.70984766 -2764.67345968 -9277.57181629
-1329.45353678 2019.33813009 -5839.69825325
-3571.21422718 7074.02110022 4567.22617592
-6266.97556662 178.222116135 6353.54254365
2336.63385615 -5283.55764218 -21.0498286785
-250.843613967 975.843575807 4961.83003692
-2713.23103586 6509.22409615 -88.4870190661
7042.24335369 -6605.12413969 -1056.01588364
563.935729915 -5309.66672841 7032.33708978
-1451.92329122 -1227.80935624 4341.76744296
292.332783077 387.386970844 -8268.8272691
287.949282296 -436.795027873 -6611.87082001
-1406.32275276 -5213.89572084 3185.7676351
7902.93037482 -3504.71000419 -2156.97401553
-81.0203904309 -445.860015937 1486.29631977
-4004.8680951 7385.33372885 -562.232085062
5959.14975473 -1496.74447536 3707.67485695
926.907483063 -1030.91851106 4041.45278619
1070.03327186 466.74013829 -5642.68288654
6875.64771739 -4434.47996591 -1973.39534189
-4402.8862263 -4484.16311986 475.923477318
4297.65981259 4779.12794198 -3616.16956753
-7978.73630868 -2110.21853092 -3229.04403783
-982.50927436 7079.33387746 -4337.41871585
1525.68026351 -3179.64654418 -4444.85087472
1052.44051185 -192.151754149 -9143.61283583
896.172354157 4326.10609467 -7215.84273765
-691.630934584 -3309.14127665 -6577.37300985
