@                   x                         y                        z            nabs nscat    abslum      temp    dens        mass       cell_tau  next_n
  4.41016288123107578125e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.4149e+28  5.3863e-01    0
  4.73224122432092421875e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.7481e+28  5.7796e-01    0
  5.07784125172973046875e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  2.1598e+28  6.2017e-01    0
  5.44868077418606718750e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  2.6684e+28  6.6546e-01    0
  5.84660305575166093750e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  3.2967e+28  7.1406e-01    0
  6.27358597579630390625e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  4.0731e+28  7.6621e-01    0
  6.73175186008041171875e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  5.0322e+28  8.2217e-01    0
  7.22337802981078593750e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  6.2172e+28  8.8221e-01    0
  7.75090812110384062500e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  7.6813e+28  9.4664e-01    0
  8.31696423111987656250e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  9.4901e+28  1.0158e+00    0
  8.92435995124096093750e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.1725e+29  1.0900e+00    0
  9.57611435207405000000e+13  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.4486e+29  1.1696e+00    0
  1.02754669897920406250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.7897e+29  1.2550e+00    0
  1.10258940084020250000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  2.2111e+29  1.3466e+00    0
  1.18311254179773359375e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  2.7318e+29  1.4450e+00    0
  1.26951636347351343750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  3.3751e+29  1.5505e+00    0
  1.36223033751132968750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  4.1699e+29  1.6637e+00    0
  1.46171530027304531250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  5.1518e+29  1.7852e+00    0
  1.56846574343345875000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  6.3650e+29  1.9156e+00    0
  1.68301227185946093750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  7.8639e+29  2.0555e+00    0
  1.80592424099042031250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  9.7157e+29  2.2056e+00    0
  1.93781258682893562500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.2004e+30  2.3667e+00    0
  2.07933286260847656250e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.4830e+30  2.5396e+00    0
  2.23118849723171843750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.8322e+30  2.7250e+00    0
  2.39413429167569187500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  2.2637e+30  2.9240e+00    0
  2.56898017074269062500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  2.7968e+30  3.1376e+00    0
  2.75659520880507468750e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  3.4554e+30  3.3667e+00    0
  2.95791194955400500000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  4.2690e+30  3.6126e+00    0
  3.17393104122349062500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  5.2743e+30  3.8764e+00    0
  3.40572621032920437500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  6.5163e+30  4.1595e+00    0
  3.65444959864412812500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  8.0508e+30  4.4633e+00    0
  3.92133748993854312500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  9.9467e+30  4.7893e+00    0
  4.20771645494923187500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.2289e+31  5.1390e+00    0
  4.51500994512155812500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.5183e+31  5.5143e+00    0
  4.84474536789873437500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  1.8758e+31  5.9170e+00    0
  5.19856167872611750000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  2.3175e+31  6.3492e+00    0
  5.57821752750671937500e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  2.8633e+31  6.8129e+00    0
  5.98560000000002500000e+14  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.6723e-13  0.0000e+00  0.0000e+00    0
