@    x                 y               z           nabs nscat  abslum      temp    dens       mass       cell_tau  next_n
  0.0000000e+00  0.0000000e+00  0.0000000e+00    0    0  0.0000e+00   0.00  0.0000e+00  0.0000e+00  0.0000e+00     0
  5.9856000e+11  0.0000000e+00  0.0000000e+00 235741 122214  3.1784e+29 784.00  1.6723e-13  3.5375e+22  7.3104e-03  236069
  6.4227340e+11  0.0000000e+00  0.0000000e+00 253163 131140  3.4133e+29 763.00  1.6723e-13  4.3705e+22  7.8443e-03  254666
  6.8917923e+11  0.0000000e+00  0.0000000e+00 272605 140327  3.6754e+29 742.00  1.6723e-13  5.3997e+22  8.4172e-03  273711
  7.3951064e+11  0.0000000e+00  0.0000000e+00 292737 150177  3.9468e+29 721.00  1.6723e-13  6.6713e+22  9.0319e-03  293001
  7.9351779e+11  0.0000000e+00  0.0000000e+00 314788 161660  4.2441e+29 702.00  1.6723e-13  8.2422e+22  9.6915e-03  316810
  8.5146915e+11  0.0000000e+00  0.0000000e+00 338157 173311  4.5592e+29 682.00  1.6723e-13  1.0183e+23  1.0399e-02  338814
  9.1365274e+11  0.0000000e+00  0.0000000e+00 362382 185867  4.8858e+29 663.00  1.6723e-13  1.2581e+23  1.1159e-02  363527
  9.8037766e+11  0.0000000e+00  0.0000000e+00 389544 199193  5.2520e+29 645.00  1.6723e-13  1.5544e+23  1.1974e-02  391465
  1.0519756e+12  0.0000000e+00  0.0000000e+00 417733 213431  5.6321e+29 627.00  1.6723e-13  1.9204e+23  1.2848e-02  419921
  1.1288023e+12  0.0000000e+00  0.0000000e+00 448252 227738  6.0436e+29 609.00  1.6723e-13  2.3726e+23  1.3786e-02  448592
  1.2112398e+12  0.0000000e+00  0.0000000e+00 482488 244937  6.5052e+29 593.00  1.6723e-13  2.9313e+23  1.4793e-02  485258
  1.2996978e+12  0.0000000e+00  0.0000000e+00 513906 261987  6.9288e+29 575.00  1.6723e-13  3.6216e+23  1.5874e-02  514034
  1.3946160e+12  0.0000000e+00  0.0000000e+00 552171 280724  7.4447e+29 560.00  1.6723e-13  4.4744e+23  1.7033e-02  556585
  1.4964661e+12  0.0000000e+00  0.0000000e+00 592693 298912  7.9910e+29 544.00  1.6723e-13  5.5281e+23  1.8277e-02  595021
  1.6057544e+12  0.0000000e+00  0.0000000e+00 636468 320650  8.5812e+29 529.00  1.6723e-13  6.8299e+23  1.9612e-02  639392
  1.7230241e+12  0.0000000e+00  0.0000000e+00 680113 342070  9.1696e+29 514.00  1.6723e-13  8.4382e+23  2.1044e-02  684324
  1.8488582e+12  0.0000000e+00  0.0000000e+00 728091 365161  9.8165e+29 499.00  1.6723e-13  1.0425e+24  2.2581e-02  729312
  1.9838821e+12  0.0000000e+00  0.0000000e+00 780780 388206  1.0527e+30 485.00  1.6723e-13  1.2880e+24  2.4230e-02  781775
  2.1287669e+12  0.0000000e+00  0.0000000e+00 835033 414681  1.1258e+30 472.00  1.6723e-13  1.5913e+24  2.5999e-02  843419
  2.2842327e+12  0.0000000e+00  0.0000000e+00 892428 442146  1.2032e+30 458.00  1.6723e-13  1.9661e+24  2.7898e-02  896682
  2.4510524e+12  0.0000000e+00  0.0000000e+00 954474 469132  1.2869e+30 445.00  1.6723e-13  2.4290e+24  2.9935e-02  959591
  2.6300550e+12  0.0000000e+00  0.0000000e+00 1019051 500508  1.3739e+30 432.00  1.6723e-13  3.0010e+24  3.2122e-02  1022558
  2.8221304e+12  0.0000000e+00  0.0000000e+00 1087852 530909  1.4667e+30 420.00  1.6723e-13  3.7077e+24  3.4468e-02  1097730
  3.0282332e+12  0.0000000e+00  0.0000000e+00 1160326 563203  1.5644e+30 408.00  1.6723e-13  4.5808e+24  3.6985e-02  1173648
  3.2493880e+12  0.0000000e+00  0.0000000e+00 1234306 595524  1.6642e+30 396.00  1.6723e-13  5.6595e+24  3.9686e-02  1249424
  3.4866938e+12  0.0000000e+00  0.0000000e+00 1316729 630460  1.7753e+30 384.00  1.6723e-13  6.9922e+24  4.2584e-02  1324028
  3.7413304e+12  0.0000000e+00  0.0000000e+00 1396787 663398  1.8832e+30 373.00  1.6723e-13  8.6388e+24  4.5694e-02  1415100
  4.0145632e+12  0.0000000e+00  0.0000000e+00 1483091 700234  1.9996e+30 361.00  1.6723e-13  1.0673e+25  4.9031e-02  1485279
  4.3077506e+12  0.0000000e+00  0.0000000e+00 1574793 736017  2.1232e+30 351.00  1.6723e-13  1.3186e+25  5.2612e-02  1595193
  4.6223496e+12  0.0000000e+00  0.0000000e+00 1666839 772279  2.2473e+30 340.00  1.6723e-13  1.6292e+25  5.6454e-02  1681577
  4.9599242e+12  0.0000000e+00  0.0000000e+00 1764354 808409  2.3788e+30 330.00  1.6723e-13  2.0128e+25  6.0577e-02  1790274
  5.3221521e+12  0.0000000e+00  0.0000000e+00 1861188 842395  2.5094e+30 319.00  1.6723e-13  2.4868e+25  6.5001e-02  1867948
  5.7108339e+12  0.0000000e+00  0.0000000e+00 1962658 879312  2.6462e+30 309.00  1.6723e-13  3.0724e+25  6.9748e-02  1969054
  6.1279015e+12  0.0000000e+00  0.0000000e+00 2064783 910365  2.7839e+30 299.00  1.6723e-13  3.7959e+25  7.4842e-02  2064856
  6.5754279e+12  0.0000000e+00  0.0000000e+00 2167435 941141  2.9223e+30 290.00  1.6723e-13  4.6897e+25  8.0308e-02  2190751
  7.0556375e+12  0.0000000e+00  0.0000000e+00 2270675 970486  3.0614e+30 280.00  1.6723e-13  5.7941e+25  8.6173e-02  2272448
  7.5709174e+12  0.0000000e+00  0.0000000e+00 2376887 998527  3.2046e+30 271.00  1.6723e-13  7.1585e+25  9.2466e-02  2385833
