@                   x                         y                        z            nabs nscat    abslum      temp    dens        mass       cell_tau  next_n
  0.00000000000000000000e+00  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  0.0000e+00  0.0000e+00  0.0000e+00    0
  5.88816000000000000000e+11  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  3.4233e+21  7.3104e-04    0
  6.31817786276849243164e+11  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  4.2294e+21  7.8443e-04    0
  6.77960033449801513672e+11  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  5.2253e+21  8.4172e-04    0
  7.27472092331784790039e+11  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  6.4558e+21  9.0319e-04    0
  7.80600063441305786133e+11  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  7.9761e+21  9.6915e-04    0
  8.37608020249201538086e+11  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  9.8543e+21  1.0399e-03    0
  8.98779321760252441406e+11  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.2175e+22  1.1159e-03    0
  9.64418020953864501953e+11  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.5042e+22  1.1974e-03    0
  1.03485037608449951172e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.8584e+22  1.2848e-03    0
  1.11042647235379687500e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  2.2960e+22  1.3786e-03    0
  1.19152196201493652344e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  2.8367e+22  1.4793e-03    0
  1.27853993155845825195e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  3.5047e+22  1.5874e-03    0
  1.37191290526041992188e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  4.3299e+22  1.7033e-03    0
  1.47210499505155981445e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  5.3496e+22  1.8277e-03    0
  1.57961420739342773438e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  6.6093e+22  1.9612e-03    0
  1.69497491862784863281e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  8.1657e+22  2.1044e-03    0
  1.81876053110348559570e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.0089e+23  2.2581e-03    0
  1.95158632328182446289e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.2464e+23  2.4230e-03    0
  2.09411250798907934570e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.5399e+23  2.5999e-03    0
  2.24704751401510986328e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.9026e+23  2.7898e-03    0
  2.41115150737059472656e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  2.3506e+23  2.9935e-03    0
  2.58724016970492871094e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  2.9041e+23  3.2122e-03    0
  2.77618875266553173828e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  3.5880e+23  3.4468e-03    0
  2.97893642835083203125e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  4.4329e+23  3.6985e-03    0
  3.19649095748092187500e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  5.4768e+23  3.9686e-03    0
  3.42993369848910742188e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  6.7664e+23  4.2584e-03    0
  3.68042498243212451172e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  8.3598e+23  4.5694e-03    0
  3.94920988043510449219e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.0328e+24  4.9031e-03    0
  4.23762439233846923828e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.2761e+24  5.2612e-03    0
  4.54710208730752929688e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.5765e+24  5.6454e-03    0
  4.87918122941204589844e+12  0.00000000000000000000e+00  0.00000000000000000000e+00    0    0  0.0000e+00    0.0  1.7000e-14  1.9478e+24  6.0577e-03    0
