1.0000e-01 5.0000e-01 5.0000e-01
1.0116e-01 5.0000e-01 5.0000e-01
1.0233e-01 5.0000e-01 5.0000e-01
1.0352e-01 5.0000e-01 5.0000e-01
1.0472e-01 5.0000e-01 5.0000e-01
1.0593e-01 5.0000e-01 5.0000e-01
1.0716e-01 5.0000e-01 5.0000e-01
1.0840e-01 5.0000e-01 5.0000e-01
1.0966e-01 5.0000e-01 5.0000e-01
1.1093e-01 5.0000e-01 5.0000e-01
1.1221e-01 5.0000e-01 5.0000e-01
1.1352e-01 5.0000e-01 5.0000e-01
1.1483e-01 5.0000e-01 5.0000e-01
1.1616e-01 5.0000e-01 5.0000e-01
1.1751e-01 5.0000e-01 5.0000e-01
1.1887e-01 5.0000e-01 5.0000e-01
1.2025e-01 5.0000e-01 5.0000e-01
1.2164e-01 5.0000e-01 5.0000e-01
1.2305e-01 5.0000e-01 5.0000e-01
1.2448e-01 5.0000e-01 5.0000e-01
1.2592e-01 5.0000e-01 5.0000e-01
1.2738e-01 5.0000e-01 5.0000e-01
1.2886e-01 5.0000e-01 5.0000e-01
1.3035e-01 5.0000e-01 5.0000e-01
1.3186e-01 5.0000e-01 5.0000e-01
1.3339e-01 5.0000e-01 5.0000e-01
1.3494e-01 5.0000e-01 5.0000e-01
1.3650e-01 5.0000e-01 5.0000e-01
1.3808e-01 5.0000e-01 5.0000e-01
1.3968e-01 5.0000e-01 5.0000e-01
1.4130e-01 5.0000e-01 5.0000e-01
1.4294e-01 5.0000e-01 5.0000e-01
1.4460e-01 5.0000e-01 5.0000e-01
1.4627e-01 5.0000e-01 5.0000e-01
1.4797e-01 5.0000e-01 5.0000e-01
1.4968e-01 5.0000e-01 5.0000e-01
1.5142e-01 5.0000e-01 5.0000e-01
1.5317e-01 5.0000e-01 5.0000e-01
1.5495e-01 5.0000e-01 5.0000e-01
1.5675e-01 5.0000e-01 5.0000e-01
1.5856e-01 5.0000e-01 5.0000e-01
1.6040e-01 5.0000e-01 5.0000e-01
1.6226e-01 5.0000e-01 5.0000e-01
1.6414e-01 5.0000e-01 5.0000e-01
1.6604e-01 5.0000e-01 5.0000e-01
1.6797e-01 5.0000e-01 5.0000e-01
1.6991e-01 5.0000e-01 5.0000e-01
1.7188e-01 5.0000e-01 5.0000e-01
1.7388e-01 5.0000e-01 5.0000e-01
1.7589e-01 5.0000e-01 5.0000e-01
1.7793e-01 5.0000e-01 5.0000e-01
1.7999e-01 5.0000e-01 5.0000e-01
1.8208e-01 5.0000e-01 5.0000e-01
1.8419e-01 5.0000e-01 5.0000e-01
1.8632e-01 5.0000e-01 5.0000e-01
1.8848e-01 5.0000e-01 5.0000e-01
1.9067e-01 5.0000e-01 5.0000e-01
1.9288e-01 5.0000e-01 5.0000e-01
1.9511e-01 5.0000e-01 5.0000e-01
1.9738e-01 5.0000e-01 5.0000e-01
1.9966e-01 5.0000e-01 5.0000e-01
2.0198e-01 5.0000e-01 5.0000e-01
2.0432e-01 5.0000e-01 5.0000e-01
2.0669e-01 5.0000e-01 5.0000e-01
2.0908e-01 5.0000e-01 5.0000e-01
2.1151e-01 5.0000e-01 5.0000e-01
2.1396e-01 5.0000e-01 5.0000e-01
2.1644e-01 5.0000e-01 5.0000e-01
2.1895e-01 5.0000e-01 5.0000e-01
2.2149e-01 5.0000e-01 5.0000e-01
2.2405e-01 5.0000e-01 5.0000e-01
2.2665e-01 5.0000e-01 5.0000e-01
2.2928e-01 5.0000e-01 5.0000e-01
2.3193e-01 5.0000e-01 5.0000e-01
2.3462e-01 5.0000e-01 5.0000e-01
2.3734e-01 5.0000e-01 5.0000e-01
2.4009e-01 5.0000e-01 5.0000e-01
2.4288e-01 5.0000e-01 5.0000e-01
2.4569e-01 5.0000e-01 5.0000e-01
2.4854e-01 5.0000e-01 5.0000e-01
2.5142e-01 5.0000e-01 5.0000e-01
2.5433e-01 5.0000e-01 5.0000e-01
2.5728e-01 5.0000e-01 5.0000e-01
2.6026e-01 5.0000e-01 5.0000e-01
2.6328e-01 5.0000e-01 5.0000e-01
2.6633e-01 5.0000e-01 5.0000e-01
2.6942e-01 5.0000e-01 5.0000e-01
2.7254e-01 5.0000e-01 5.0000e-01
2.7570e-01 5.0000e-01 5.0000e-01
2.7890e-01 5.0000e-01 5.0000e-01
2.8213e-01 5.0000e-01 5.0000e-01
2.8540e-01 5.0000e-01 5.0000e-01
2.8871e-01 5.0000e-01 5.0000e-01
2.9206e-01 5.0000e-01 5.0000e-01
2.9544e-01 5.0000e-01 5.0000e-01
2.9887e-01 5.0000e-01 5.0000e-01
3.0233e-01 5.0000e-01 5.0000e-01
3.0583e-01 5.0000e-01 5.0000e-01
3.0938e-01 5.0000e-01 5.0000e-01
3.1296e-01 5.0000e-01 5.0000e-01
3.1659e-01 5.0000e-01 5.0000e-01
3.2026e-01 5.0000e-01 5.0000e-01
3.2397e-01 5.0000e-01 5.0000e-01
3.2773e-01 5.0000e-01 5.0000e-01
3.3153e-01 5.0000e-01 5.0000e-01
3.3537e-01 5.0000e-01 5.0000e-01
3.3926e-01 5.0000e-01 5.0000e-01
3.4319e-01 5.0000e-01 5.0000e-01
3.4717e-01 5.0000e-01 5.0000e-01
3.5119e-01 5.0000e-01 5.0000e-01
3.5526e-01 5.0000e-01 5.0000e-01
3.5938e-01 5.0000e-01 5.0000e-01
3.6355e-01 5.0000e-01 5.0000e-01
3.6776e-01 5.0000e-01 5.0000e-01
3.7202e-01 5.0000e-01 5.0000e-01
3.7634e-01 5.0000e-01 5.0000e-01
3.8070e-01 5.0000e-01 5.0000e-01
3.8511e-01 5.0000e-01 5.0000e-01
3.8957e-01 5.0000e-01 5.0000e-01
3.9409e-01 5.0000e-01 5.0000e-01
3.9866e-01 5.0000e-01 5.0000e-01
4.0328e-01 5.0000e-01 5.0000e-01
